用户ID,商品,购买日期,购买价格 (元)
1306,Clothing,2023-11-09,8261
5267,Books,2023-11-14,6883
3944,Technology,2023-10-26,6277
2663,Toys,2023-10-01,4062
2334,Clothing,2023-11-20,7485
1873,Clothing,2023-09-17,8402
4177,Shoes,2023-11-07,812
4416,Shoes,2023-11-19,3837
1995,Cosmetics,2023-11-20,7976
3924,Shoes,2023-09-04,5734
1461,Toys,2023-10-10,3193
3896,Toys,2023-09-25,7829
3475,Shoes,2023-10-04,8202
5323,Clothing,2023-10-01,4125
1613,Technology,2023-09-15,8265
3949,Toys,2023-09-18,1359
5249,Clothing,2023-11-21,8135
1924,Food & Beverage,2023-10-02,1803
4488,Cosmetics,2023-11-04,1568
4595,Books,2023-09-18,3034
2600,Cosmetics,2023-11-13,6656
4480,Shoes,2023-10-02,2841
4572,Books,2023-09-14,4252
3679,Clothing,2023-10-03,2092
2413,Clothing,2023-11-03,9442
5147,Shoes,2023-11-14,7799
1675,Books,2023-10-12,8362
5317,Technology,2023-10-02,9130
1724,Books,2023-11-29,905
4810,Technology,2023-11-25,7306
5727,Toys,2023-11-06,5528
3377,Shoes,2023-10-21,6937
4745,Clothing,2023-11-25,2656
3657,Toys,2023-11-08,8354
4211,Food & Beverage,2023-09-08,150
3403,Technology,2023-09-06,1707
3088,Toys,2023-10-18,8696
2783,Cosmetics,2023-09-05,6169
1404,Toys,2023-10-18,571
5119,Cosmetics,2023-09-03,1558
5119,Clothing,2023-10-14,5429
1052,Food & Beverage,2023-10-10,4977
3661,Shoes,2023-10-03,4125
4858,Toys,2023-11-10,3634
3458,Shoes,2023-10-21,493
1837,Toys,2023-11-03,8289
1883,Cosmetics,2023-09-25,9813
1383,Cosmetics,2023-09-01,8198
1394,Toys,2023-09-29,2530
5147,Technology,2023-11-28,1038
1742,Clothing,2023-11-05,8507
2548,Cosmetics,2023-11-26,8377
1612,Books,2023-10-29,7767
3816,Food & Beverage,2023-09-16,1796
4832,Food & Beverage,2023-11-27,7712
1446,Food & Beverage,2023-09-29,7461
3200,Food & Beverage,2023-09-21,3102
3744,Shoes,2023-11-01,8632
2723,Cosmetics,2023-10-08,1359
5014,Cosmetics,2023-11-25,9303
1639,Cosmetics,2023-09-11,6630
4528,Toys,2023-10-16,5105
1343,Shoes,2023-11-28,3619
1866,Food & Beverage,2023-11-20,2384
5700,Technology,2023-09-22,7437
4750,Cosmetics,2023-11-16,7393
4515,Shoes,2023-10-02,3685
3484,Clothing,2023-10-19,2811
1259,Cosmetics,2023-11-01,5484
5938,Books,2023-10-09,7628
2100,Clothing,2023-09-24,1994
5018,Cosmetics,2023-09-15,264
3519,Food & Beverage,2023-10-08,9630
2647,Shoes,2023-11-03,8421
3578,Books,2023-09-30,559
5861,Shoes,2023-10-02,5336
5517,Food & Beverage,2023-10-13,3855
2029,Food & Beverage,2023-11-01,7365
1152,Books,2023-09-14,8897
1013,Books,2023-11-09,7554
5029,Clothing,2023-11-11,6532
5883,Clothing,2023-09-09,3525
4135,Toys,2023-10-12,7809
1720,Technology,2023-09-24,817
4344,Clothing,2023-09-28,6784
2483,Shoes,2023-09-11,3482
2367,Shoes,2023-09-17,1686
2416,Toys,2023-09-16,6336
5968,Shoes,2023-09-18,6695
1955,Food & Beverage,2023-11-03,7208
5191,Food & Beverage,2023-09-02,8209
2113,Cosmetics,2023-10-31,9331
2442,Technology,2023-10-16,7532
4515,Food & Beverage,2023-10-10,5830
3873,Shoes,2023-09-09,9137
3378,Toys,2023-11-23,6868
4262,Food & Beverage,2023-11-28,2228
3088,Shoes,2023-09-29,5989
5260,Books,2023-10-14,1762
5506,Toys,2023-11-18,919
4807,Technology,2023-11-24,5261
2256,Books,2023-11-14,1747
3767,Technology,2023-10-21,9739
3073,Cosmetics,2023-11-23,3291
3760,Toys,2023-09-04,3968
1628,Food & Beverage,2023-11-16,200
5471,Cosmetics,2023-11-17,5608
5262,Toys,2023-10-01,5848
3439,Clothing,2023-11-09,2257
5224,Technology,2023-11-07,588
4554,Clothing,2023-10-03,3264
2685,Toys,2023-10-13,6264
2050,Clothing,2023-11-19,5492
3826,Shoes,2023-11-04,2305
5807,Toys,2023-09-30,1937
3208,Books,2023-11-26,431
2740,Food & Beverage,2023-09-01,3387
1002,Books,2023-09-23,4876
4964,Books,2023-10-10,2671
3734,Toys,2023-11-09,642
1903,Books,2023-09-27,3684
5851,Clothing,2023-11-27,8748
2076,Toys,2023-11-11,2981
4731,Food & Beverage,2023-09-16,2758
2868,Toys,2023-09-27,3637
5816,Food & Beverage,2023-11-18,4319
2419,Shoes,2023-09-12,6536
1655,Cosmetics,2023-10-25,2222
2756,Toys,2023-09-14,6289
3485,Technology,2023-09-23,4813
3417,Technology,2023-10-19,7272
4905,Cosmetics,2023-11-27,5488
5751,Toys,2023-10-07,2635
5044,Toys,2023-09-10,5053
1106,Technology,2023-09-23,1201
5855,Clothing,2023-09-24,6018
2290,Shoes,2023-10-30,5349
5008,Food & Beverage,2023-11-29,5391
4444,Food & Beverage,2023-10-09,6779
5254,Food & Beverage,2023-10-24,8654
2885,Shoes,2023-10-11,4230
2865,Technology,2023-11-17,3094
5284,Food & Beverage,2023-09-15,8176
2324,Books,2023-11-28,4884
2480,Food & Beverage,2023-10-30,8500
5399,Toys,2023-09-20,7837
1811,Clothing,2023-11-11,7054
3724,Technology,2023-11-23,9977
2821,Shoes,2023-10-08,9745
2342,Toys,2023-11-12,169
5261,Food & Beverage,2023-09-11,1161
3649,Clothing,2023-09-16,4625
2627,Shoes,2023-09-26,7440
5502,Clothing,2023-10-25,3954
3721,Technology,2023-10-22,6415
5548,Books,2023-11-23,6742
2694,Technology,2023-09-02,4949
1397,Books,2023-10-29,1403
4108,Shoes,2023-09-12,9811
2990,Technology,2023-10-30,2606
4540,Toys,2023-09-20,2540
2817,Shoes,2023-11-20,3376
2919,Shoes,2023-09-29,1622
5163,Toys,2023-10-09,6051
1651,Technology,2023-11-02,661
3301,Cosmetics,2023-09-08,6869
1791,Shoes,2023-10-13,3096
2974,Technology,2023-11-26,4639
3861,Technology,2023-10-01,7517
5071,Clothing,2023-09-03,8081
4177,Shoes,2023-10-14,6836
5734,Cosmetics,2023-10-31,4191
2923,Cosmetics,2023-11-25,4992
3486,Clothing,2023-11-25,811
5029,Food & Beverage,2023-09-29,9913
1116,Food & Beverage,2023-11-16,1742
2847,Food & Beverage,2023-11-16,3292
1668,Technology,2023-10-18,2460
4825,Food & Beverage,2023-09-17,2196
1456,Food & Beverage,2023-09-22,300
1623,Food & Beverage,2023-10-27,8940
5105,Clothing,2023-10-24,6459
1524,Food & Beverage,2023-09-04,6601
3488,Clothing,2023-10-14,2252
2221,Food & Beverage,2023-10-13,7278
1519,Shoes,2023-09-01,3761
1372,Shoes,2023-09-03,1932
1909,Cosmetics,2023-10-20,4855
3339,Technology,2023-11-21,9841
3168,Food & Beverage,2023-11-06,8118
4436,Shoes,2023-11-02,372
2007,Clothing,2023-10-14,8282
5690,Books,2023-11-18,6271
4694,Toys,2023-11-07,7604
4213,Shoes,2023-11-14,3043
1488,Cosmetics,2023-10-07,1916
4937,Books,2023-09-26,6747
1223,Books,2023-09-26,2697
3975,Food & Beverage,2023-11-29,7349
3028,Books,2023-10-27,6681
1789,Clothing,2023-10-03,4112
3382,Toys,2023-09-05,9943
2706,Technology,2023-11-29,683
3701,Cosmetics,2023-09-25,6484
4553,Food & Beverage,2023-11-06,5185
4493,Cosmetics,2023-11-26,1015
1959,Shoes,2023-09-10,9162
1818,Books,2023-10-14,4256
4356,Books,2023-10-19,1482
3866,Books,2023-09-20,3242
1765,Toys,2023-09-13,2553
2960,Food & Beverage,2023-11-19,3596
3835,Shoes,2023-09-22,1268
1179,Technology,2023-11-13,4272
2837,Cosmetics,2023-10-26,4565
5789,Toys,2023-11-10,9633
4660,Food & Beverage,2023-10-16,5945
1754,Technology,2023-11-18,5627
1641,Toys,2023-09-15,7855
5086,Clothing,2023-11-27,8955
3831,Technology,2023-10-27,9052
1872,Clothing,2023-11-09,1458
3009,Cosmetics,2023-11-08,4114
2537,Books,2023-09-27,9784
4583,Shoes,2023-10-26,4321
5937,Clothing,2023-09-28,8630
2744,Books,2023-10-12,1172
4206,Books,2023-10-26,2145
4239,Books,2023-10-23,2092
2974,Shoes,2023-10-10,3469
1238,Toys,2023-09-27,5957
1693,Shoes,2023-10-19,5838
5422,Clothing,2023-10-13,3637
5587,Toys,2023-11-12,5780
3021,Cosmetics,2023-11-19,6064
1255,Clothing,2023-09-12,3289
5038,Cosmetics,2023-09-19,5476
2526,Food & Beverage,2023-09-29,7488
4711,Shoes,2023-09-27,2563
5445,Shoes,2023-09-11,5026
3070,Technology,2023-09-05,3200
5713,Cosmetics,2023-09-13,2889
1454,Clothing,2023-09-26,569
2097,Clothing,2023-09-22,8310
3150,Cosmetics,2023-11-21,2276
4702,Books,2023-10-27,678
2142,Clothing,2023-10-07,1377
2762,Toys,2023-09-12,740
3438,Technology,2023-11-16,6750
1725,Technology,2023-10-23,735
3554,Cosmetics,2023-09-30,5030
4996,Food & Beverage,2023-09-12,1624
1864,Toys,2023-11-02,1078
1954,Books,2023-11-25,6747
2688,Toys,2023-10-23,6220
2345,Food & Beverage,2023-10-20,7860
3741,Toys,2023-10-11,8931
3157,Clothing,2023-09-01,2101
4804,Cosmetics,2023-10-06,1220
1873,Shoes,2023-10-16,7261
1385,Technology,2023-11-28,4277
5612,Cosmetics,2023-10-01,1404
1183,Food & Beverage,2023-09-08,2539
1567,Food & Beverage,2023-11-12,3165
2474,Books,2023-10-08,5361
2385,Food & Beverage,2023-10-17,5399
5887,Clothing,2023-09-12,3196
1437,Technology,2023-11-11,7236
3582,Food & Beverage,2023-09-17,240
4595,Shoes,2023-09-21,7037
1619,Food & Beverage,2023-09-10,1516
3767,Food & Beverage,2023-11-06,5235
2749,Technology,2023-09-11,8086
2775,Cosmetics,2023-10-25,437
3243,Books,2023-11-14,8774
3903,Shoes,2023-11-11,3881
5090,Toys,2023-11-10,7248
5982,Shoes,2023-11-15,3370
3497,Technology,2023-10-03,5646
1692,Books,2023-09-30,1395
2882,Books,2023-10-16,615
1850,Cosmetics,2023-10-31,2571
3745,Toys,2023-11-19,8894
5873,Food & Beverage,2023-09-09,5690
2828,Books,2023-09-02,8850
1312,Shoes,2023-11-11,2862
2072,Toys,2023-10-28,5742
1575,Food & Beverage,2023-10-09,6164
5041,Food & Beverage,2023-11-19,6510
3676,Cosmetics,2023-09-17,5589
2950,Shoes,2023-09-09,6005
2358,Technology,2023-11-23,8533
4547,Shoes,2023-11-07,8105
5284,Clothing,2023-11-26,9859
5101,Clothing,2023-11-21,7598
5742,Food & Beverage,2023-09-02,9586
5914,Toys,2023-11-25,862
3605,Shoes,2023-11-07,8170
4905,Toys,2023-10-06,1432
3802,Technology,2023-09-29,171
4931,Books,2023-10-19,3419
3412,Food & Beverage,2023-09-15,2832
4602,Food & Beverage,2023-10-24,9962
2141,Cosmetics,2023-10-07,6408
5881,Clothing,2023-10-14,7190
2666,Cosmetics,2023-11-19,5031
2475,Clothing,2023-09-09,7901
4041,Books,2023-09-23,3781
2292,Clothing,2023-10-12,5550
4905,Shoes,2023-11-16,7050
2620,Books,2023-10-13,6845
5782,Books,2023-10-30,2577
2340,Clothing,2023-10-02,2016
2321,Clothing,2023-09-19,3024
5196,Toys,2023-09-26,4137
4166,Toys,2023-09-11,3404
5850,Toys,2023-10-23,2085
1879,Clothing,2023-11-13,914
4201,Cosmetics,2023-09-07,427
5687,Technology,2023-11-01,6261
4702,Shoes,2023-10-27,1066
5526,Technology,2023-09-11,488
5361,Food & Beverage,2023-11-16,2573
1173,Toys,2023-10-10,7111
3793,Toys,2023-10-20,3176
2865,Clothing,2023-10-18,7394
3653,Food & Beverage,2023-10-30,3305
2560,Food & Beverage,2023-09-06,9795
1513,Cosmetics,2023-11-21,8958
5595,Shoes,2023-09-01,7015
2693,Food & Beverage,2023-11-27,6742
2046,Food & Beverage,2023-11-20,6762
2613,Technology,2023-10-03,6729
5768,Technology,2023-11-25,8893
2026,Clothing,2023-11-24,9543
1839,Food & Beverage,2023-11-16,181
2526,Technology,2023-11-09,1532
2802,Shoes,2023-11-01,7082
2816,Technology,2023-10-15,4329
2389,Toys,2023-11-24,8384
3128,Shoes,2023-10-03,1403
1817,Books,2023-11-14,9966
2023,Cosmetics,2023-10-14,214
4856,Books,2023-10-30,9610
4928,Shoes,2023-09-25,4539
1513,Shoes,2023-09-01,9427
5846,Toys,2023-09-10,8929
4979,Shoes,2023-10-04,4768
5339,Books,2023-10-30,6904
4365,Toys,2023-09-02,7968
3845,Clothing,2023-10-04,5148
2300,Books,2023-11-29,2650
4243,Toys,2023-10-05,2775
5260,Clothing,2023-09-21,1137
4557,Shoes,2023-11-04,4087
4854,Technology,2023-10-28,5984
5659,Shoes,2023-10-05,5804
1572,Books,2023-10-31,4907
5669,Food & Beverage,2023-09-25,7224
3868,Toys,2023-11-16,8564
2613,Food & Beverage,2023-11-10,7794
3692,Food & Beverage,2023-09-11,9758
3448,Shoes,2023-11-09,7970
5169,Toys,2023-11-12,9120
5037,Technology,2023-11-08,8071
1878,Cosmetics,2023-10-18,8997
2191,Food & Beverage,2023-09-22,2103
4586,Books,2023-10-17,6504
2322,Food & Beverage,2023-11-21,5962
5579,Food & Beverage,2023-09-24,7166
4052,Cosmetics,2023-11-06,1126
1733,Books,2023-09-22,110
2268,Technology,2023-10-11,8136
3834,Technology,2023-09-11,8374
4754,Clothing,2023-11-28,8266
3685,Technology,2023-11-17,3958
2003,Cosmetics,2023-10-18,9011
4933,Books,2023-11-09,2241
4633,Cosmetics,2023-11-22,6745
2725,Clothing,2023-11-02,4963
4572,Shoes,2023-09-19,1870
4732,Food & Beverage,2023-11-16,1159
3258,Books,2023-09-20,6508
4423,Toys,2023-09-27,8789
2017,Shoes,2023-09-13,4358
3746,Books,2023-11-01,8154
3706,Food & Beverage,2023-09-11,4354
2337,Books,2023-11-10,4260
1109,Technology,2023-11-21,1303
1610,Technology,2023-10-22,4827
2171,Shoes,2023-11-10,9619
3770,Shoes,2023-11-12,3086
1437,Clothing,2023-09-05,9187
2248,Books,2023-11-04,6830
1726,Cosmetics,2023-09-04,5756
3091,Toys,2023-11-11,8777
3980,Books,2023-10-20,2650
3189,Clothing,2023-10-15,7665
2773,Cosmetics,2023-10-27,4482
5488,Toys,2023-09-07,943
5412,Food & Beverage,2023-09-26,3662
2930,Technology,2023-10-21,7441
1753,Books,2023-09-24,4068
2468,Clothing,2023-11-27,6851
1373,Food & Beverage,2023-11-10,1873
2283,Shoes,2023-11-26,5057
4621,Shoes,2023-09-08,1898
3406,Cosmetics,2023-09-13,4668
4488,Cosmetics,2023-11-15,6151
5007,Books,2023-09-08,4132
3789,Toys,2023-10-18,8085
3098,Shoes,2023-10-22,9524
4213,Food & Beverage,2023-10-12,1484
3303,Technology,2023-11-20,6856
3053,Food & Beverage,2023-11-20,7102
2760,Food & Beverage,2023-10-06,8812
2072,Toys,2023-10-05,7477
1625,Books,2023-10-13,3659
2052,Clothing,2023-10-17,385
5802,Toys,2023-11-20,9819
3270,Books,2023-09-18,5562
1080,Technology,2023-11-29,9273
3231,Technology,2023-11-15,8893
1584,Food & Beverage,2023-10-21,2725
1494,Cosmetics,2023-11-14,1330
5369,Clothing,2023-09-07,144
4143,Books,2023-11-22,6958
5589,Toys,2023-10-26,2493
2047,Clothing,2023-11-20,9052
2812,Technology,2023-10-26,8028
4001,Books,2023-10-14,751
1461,Technology,2023-10-01,5941
2747,Food & Beverage,2023-09-16,1454
3113,Cosmetics,2023-11-06,9240
3874,Toys,2023-09-04,7202
5871,Toys,2023-09-03,372
5875,Cosmetics,2023-09-07,7290
1534,Shoes,2023-10-21,7970
2067,Books,2023-10-02,4693
1104,Toys,2023-11-13,616
3991,Shoes,2023-11-12,1869
4569,Toys,2023-10-22,7897
4691,Shoes,2023-09-14,1143
4674,Toys,2023-10-08,7408
5430,Food & Beverage,2023-11-11,3010
2846,Clothing,2023-10-27,6722
2570,Technology,2023-10-25,9135
4138,Technology,2023-09-13,2795
2629,Clothing,2023-11-12,8391
1004,Clothing,2023-09-20,2834
5548,Books,2023-11-25,7225
1704,Cosmetics,2023-09-26,3189
5940,Food & Beverage,2023-09-27,3032
3808,Shoes,2023-09-11,9090
3848,Cosmetics,2023-10-09,1389
2117,Books,2023-11-27,6359
4275,Technology,2023-11-17,4094
4986,Food & Beverage,2023-10-01,9377
1067,Books,2023-09-30,4449
4744,Cosmetics,2023-11-02,490
3874,Books,2023-09-19,5337
1120,Shoes,2023-10-10,203
2459,Shoes,2023-09-11,5413
2050,Books,2023-11-27,9268
4188,Cosmetics,2023-11-07,2360
3738,Food & Beverage,2023-11-06,3125
5467,Technology,2023-10-25,3688
4825,Clothing,2023-10-14,6385
1478,Technology,2023-09-04,9478
2034,Technology,2023-09-21,9740
4969,Toys,2023-11-29,9610
3861,Books,2023-11-05,9310
4504,Shoes,2023-11-14,6304
5388,Technology,2023-09-20,3255
1672,Shoes,2023-10-01,2678
4948,Toys,2023-09-11,312
2872,Cosmetics,2023-09-27,3240
3882,Shoes,2023-11-22,8433
4888,Shoes,2023-09-01,5512
5709,Toys,2023-11-02,7706
4477,Food & Beverage,2023-10-03,7091
3104,Toys,2023-10-02,774
5549,Books,2023-10-13,2982
1838,Clothing,2023-09-24,9714
2266,Clothing,2023-10-17,7381
4847,Technology,2023-10-20,5952
4542,Technology,2023-10-10,5485
5799,Cosmetics,2023-09-24,4074
3409,Technology,2023-10-04,8842
3219,Books,2023-11-13,102
4794,Clothing,2023-11-28,7503
3379,Technology,2023-10-02,6955
2610,Toys,2023-10-29,319
4857,Food & Beverage,2023-10-30,9191
5991,Shoes,2023-10-17,848
4016,Clothing,2023-09-15,8610
1380,Technology,2023-10-16,6141
4656,Books,2023-10-12,6240
4421,Technology,2023-09-18,8729
5679,Food & Beverage,2023-10-23,6920
1434,Cosmetics,2023-09-09,248
5749,Technology,2023-10-15,363
3576,Technology,2023-09-07,834
2284,Food & Beverage,2023-10-21,1560
1640,Clothing,2023-10-13,925
2526,Shoes,2023-11-04,8538
4972,Cosmetics,2023-09-18,7619
2481,Shoes,2023-10-15,2246
3299,Books,2023-11-02,6419
2946,Toys,2023-10-23,8393
1493,Food & Beverage,2023-10-23,152
3715,Food & Beverage,2023-09-14,5917
2406,Books,2023-11-13,4433
4191,Shoes,2023-09-27,8522
4394,Food & Beverage,2023-11-10,3478
1069,Clothing,2023-11-18,2183
1606,Toys,2023-10-24,2172
1760,Clothing,2023-09-29,151
1811,Food & Beverage,2023-10-01,5631
5523,Cosmetics,2023-09-06,8715
3346,Clothing,2023-10-24,2259
2534,Clothing,2023-11-23,2033
3848,Clothing,2023-10-06,3183
2309,Technology,2023-11-17,186
3496,Books,2023-10-28,792
2295,Cosmetics,2023-09-03,921
3699,Clothing,2023-09-12,4610
3455,Technology,2023-10-31,4059
3861,Shoes,2023-10-24,9006
1238,Clothing,2023-10-19,7972
3664,Books,2023-10-17,2654
5389,Books,2023-10-16,4207
1629,Cosmetics,2023-11-23,5786
3749,Cosmetics,2023-10-30,4560
4034,Books,2023-10-17,9911
4908,Food & Beverage,2023-11-13,1395
2866,Toys,2023-10-17,6959
5230,Books,2023-10-11,7264
5321,Technology,2023-10-22,9091
2941,Food & Beverage,2023-09-01,9760
5303,Food & Beverage,2023-09-30,9769
1658,Food & Beverage,2023-11-21,6496
3786,Cosmetics,2023-10-12,1037
2339,Books,2023-11-01,5157
5497,Shoes,2023-10-06,9451
2048,Food & Beverage,2023-10-23,6877
4287,Shoes,2023-09-24,2038
4040,Cosmetics,2023-09-07,4017
3495,Cosmetics,2023-10-14,769
5328,Books,2023-10-13,9400
2295,Technology,2023-11-22,3965
4088,Clothing,2023-10-31,113
1846,Food & Beverage,2023-10-05,6328
3957,Books,2023-11-27,5436
3188,Food & Beverage,2023-11-06,345
4823,Food & Beverage,2023-09-02,3429
4067,Clothing,2023-11-12,1371
1324,Clothing,2023-09-10,1377
3234,Clothing,2023-11-29,5163
4820,Technology,2023-10-17,7157
2732,Food & Beverage,2023-11-11,9593
1890,Books,2023-09-30,9646
5017,Toys,2023-10-16,103
1670,Toys,2023-10-21,3085
1642,Books,2023-11-27,783
5895,Books,2023-09-06,1894
1285,Clothing,2023-11-21,3651
1648,Technology,2023-09-28,4067
2471,Toys,2023-11-18,716
4107,Toys,2023-10-23,9681
4249,Food & Beverage,2023-09-16,4619
5704,Books,2023-11-16,7791
3183,Food & Beverage,2023-11-02,3075
5339,Clothing,2023-10-24,8259
3859,Clothing,2023-09-25,9074
5217,Toys,2023-11-03,4054
5299,Toys,2023-09-25,7808
2998,Books,2023-11-22,9922
1738,Clothing,2023-11-18,2704
2664,Technology,2023-11-11,3527
1734,Food & Beverage,2023-11-09,1188
4958,Shoes,2023-10-07,2576
2462,Clothing,2023-09-17,366
5061,Books,2023-09-20,1015
4434,Toys,2023-11-19,5800
4708,Food & Beverage,2023-11-04,6220
2861,Food & Beverage,2023-10-08,4242
5918,Food & Beverage,2023-10-27,297
1615,Toys,2023-10-27,9304
3455,Technology,2023-10-01,3384
1951,Books,2023-09-04,5667
2824,Toys,2023-10-31,7616
1564,Cosmetics,2023-11-19,5363
2444,Clothing,2023-11-24,1171
1834,Cosmetics,2023-09-15,5903
1174,Books,2023-10-20,6230
1581,Food & Beverage,2023-09-22,7420
5843,Food & Beverage,2023-09-05,7584
1575,Cosmetics,2023-09-12,9412
2357,Technology,2023-09-15,4049
4446,Clothing,2023-09-02,6522
1873,Technology,2023-10-16,3850
3854,Toys,2023-10-17,8984
3838,Clothing,2023-10-18,6258
2956,Toys,2023-09-21,717
2157,Technology,2023-10-12,8739
2698,Food & Beverage,2023-11-09,3988
4118,Shoes,2023-11-18,1554
3410,Technology,2023-10-16,7186
1830,Toys,2023-09-16,7193
4970,Cosmetics,2023-11-10,5685
3512,Clothing,2023-11-05,4036
5908,Books,2023-11-20,5084
3958,Cosmetics,2023-09-22,9403
3844,Toys,2023-09-06,791
2919,Shoes,2023-09-03,7719
5793,Technology,2023-09-22,169
4808,Books,2023-11-17,4918
5653,Toys,2023-11-09,2394
5063,Clothing,2023-10-27,2968
2947,Toys,2023-10-20,9608
2829,Technology,2023-09-23,965
3196,Clothing,2023-10-19,6896
4823,Food & Beverage,2023-09-17,2736
4079,Clothing,2023-10-27,6786
2440,Food & Beverage,2023-11-04,3569
1297,Toys,2023-10-09,4706
3177,Clothing,2023-10-19,4830
2290,Cosmetics,2023-09-14,4227
2051,Food & Beverage,2023-10-28,9413
1861,Books,2023-11-25,3521
2018,Technology,2023-10-27,277
5652,Cosmetics,2023-11-22,5889
1723,Toys,2023-11-20,8067
5388,Toys,2023-09-12,7059
2548,Books,2023-11-03,6999
5056,Food & Beverage,2023-10-27,8465
5684,Food & Beverage,2023-10-26,6297
2137,Shoes,2023-10-14,4935
2182,Shoes,2023-10-14,7659
2572,Toys,2023-11-12,9507
1599,Technology,2023-10-25,9705
3727,Cosmetics,2023-10-30,4621
3703,Shoes,2023-09-21,1647
4855,Food & Beverage,2023-10-26,9580
1260,Toys,2023-10-06,3881
4927,Technology,2023-09-08,6969
1848,Technology,2023-11-05,4793
5938,Books,2023-09-30,8148
2091,Technology,2023-10-19,3864
5989,Clothing,2023-10-26,2093
5375,Technology,2023-09-05,4973
2119,Cosmetics,2023-09-03,6155
3842,Clothing,2023-11-18,9749
4040,Food & Beverage,2023-09-15,7633
3368,Food & Beverage,2023-10-28,6505
4744,Technology,2023-11-07,7400
5837,Cosmetics,2023-10-31,8801
3026,Cosmetics,2023-10-03,6200
3032,Food & Beverage,2023-11-07,1743
4436,Toys,2023-09-12,629
3471,Books,2023-11-16,7958
4114,Shoes,2023-10-08,5487
3984,Food & Beverage,2023-10-31,9732
2936,Shoes,2023-09-12,100
1787,Food & Beverage,2023-10-14,2653
1695,Toys,2023-09-27,6141
3647,Clothing,2023-11-29,1073
1567,Books,2023-11-03,2185
5168,Shoes,2023-09-20,4774
4539,Technology,2023-11-03,1363
4273,Technology,2023-10-08,6449
1136,Clothing,2023-10-03,2646
2529,Cosmetics,2023-10-13,9812
1688,Clothing,2023-11-09,8581
5676,Food & Beverage,2023-09-27,6379
3231,Shoes,2023-09-13,9291
5666,Food & Beverage,2023-09-06,1276
4623,Books,2023-11-14,7091
2606,Technology,2023-09-05,6065
4162,Cosmetics,2023-10-31,5918
3527,Shoes,2023-11-21,5916
1886,Toys,2023-10-15,7110
2500,Clothing,2023-11-01,7540
1271,Shoes,2023-10-26,1170
5774,Books,2023-10-19,3757
1450,Books,2023-11-17,2077
4333,Clothing,2023-09-06,3539
1162,Cosmetics,2023-09-23,3101
3959,Shoes,2023-09-11,6185
5587,Cosmetics,2023-11-18,4746
1599,Cosmetics,2023-11-23,2265
5081,Books,2023-09-17,701
4086,Cosmetics,2023-11-26,9236
4131,Shoes,2023-09-04,3867
1225,Shoes,2023-10-27,9748
3865,Cosmetics,2023-11-21,8752
1342,Toys,2023-09-06,7339
3833,Toys,2023-11-25,6190
1794,Books,2023-10-23,9134
2132,Clothing,2023-10-21,7187
3726,Technology,2023-09-06,4073
5237,Shoes,2023-10-19,1762
1687,Books,2023-10-27,8209
5736,Books,2023-09-03,874
3024,Toys,2023-11-12,7839
1395,Food & Beverage,2023-10-02,9678
5375,Toys,2023-11-29,928
1212,Cosmetics,2023-11-11,1131
2221,Food & Beverage,2023-11-29,4009
1713,Shoes,2023-11-22,8755
1875,Technology,2023-10-15,6638
5796,Shoes,2023-09-22,9910
5473,Clothing,2023-11-05,4226
4479,Clothing,2023-10-30,280
3431,Food & Beverage,2023-09-29,5818
1651,Technology,2023-11-20,9838
4037,Food & Beverage,2023-09-07,7485
2332,Clothing,2023-10-23,4785
4071,Food & Beverage,2023-11-14,4063
3332,Technology,2023-11-07,606
1916,Shoes,2023-11-18,2375
5294,Books,2023-09-28,7086
1630,Food & Beverage,2023-10-19,5414
3098,Books,2023-10-08,2394
5911,Technology,2023-10-01,2593
4611,Books,2023-10-06,1956
1437,Cosmetics,2023-10-20,5330
4565,Technology,2023-09-16,7054
1857,Shoes,2023-09-07,4397
5669,Toys,2023-09-15,1113
5272,Shoes,2023-09-24,7211
2676,Toys,2023-11-17,4426
4685,Technology,2023-11-21,7932
1165,Clothing,2023-11-07,2767
1839,Technology,2023-10-29,3461
3138,Technology,2023-09-07,4652
5776,Technology,2023-10-27,3169
1014,Shoes,2023-10-14,4450
5865,Books,2023-10-22,6752
1926,Technology,2023-09-28,3925
5706,Shoes,2023-10-05,173
4836,Shoes,2023-09-15,1621
5400,Toys,2023-10-10,5126
1704,Toys,2023-10-29,1150
3725,Clothing,2023-11-27,6803
3615,Books,2023-09-08,5192
1266,Cosmetics,2023-11-25,1920
4571,Books,2023-09-28,3900
1521,Toys,2023-11-29,7087
2543,Shoes,2023-11-27,2628
5364,Clothing,2023-09-25,234
1786,Food & Beverage,2023-11-04,5743
5700,Food & Beverage,2023-10-24,2733
4195,Food & Beverage,2023-11-17,6838
3609,Toys,2023-11-16,3033
1942,Technology,2023-10-10,6706
1224,Books,2023-10-05,2512
3009,Books,2023-09-03,5695
2311,Technology,2023-09-12,2014
3058,Food & Beverage,2023-11-19,9936
4960,Cosmetics,2023-10-20,2969
4839,Shoes,2023-10-25,8679
2872,Technology,2023-10-23,6994
1749,Technology,2023-11-16,221
1115,Books,2023-10-31,2035
1290,Toys,2023-11-22,6973
2556,Cosmetics,2023-11-15,886
5745,Cosmetics,2023-10-13,7152
5270,Toys,2023-10-03,7160
1129,Books,2023-09-18,6293
5988,Food & Beverage,2023-11-09,7617
4788,Books,2023-11-09,3700
4693,Cosmetics,2023-10-15,8652
